GRID_CODE,NDVI,RDVI,SR,MSR,OSAVI,MSAVI,MTVI1,MTVI2,MCARI,MCARI1,MCARI2,EVI,LIC1,VOG,VOG2,VOG3,GM1,GM2,TCARI,T_O,CI,TVI,SRPI,NPQI,NPCI,CTR1,CAR,DCABXC,DNCABXC,SIPI,CRI550,CRI700,CRI550M,CRI700M,RCRI550,RCRI700,PSRI,LIC3,PRI,PRI515,PRIM1,PRIM2,PRIM3,PRIM4,PRIN,PRI_CI,B,G,R,BGI1,BGI2,BF1,BF2,BF3,BF4,BF5,BRI1,BRI2,RGI,RARS,LIC2,HI,CUR,PSSRA,PSSRB,PSSRC,PSNDC,FLD2,TC,CWSIv,Cab,Car,Ant,LAI,LIDFa,Fi,PLOT,ZONE,X,Y,Res_qPCR,DS_FEB_2016,qPCR,Sympt_FEB_17,Class_FEB_17,SEV,SEV_A,Year
1838,0.668746937,0.409859078,5.037680024,1.244477673,0.544014859,0.414353635,0.355158438,0.360897679,0.022461658,0.443948047,0.360897679,0.430102369,0.663293433,1.658403297,-0.189986097,-0.209029285,4.854546723,3.350533491,0.044396008,0.08160808,2.583860088,12.99508953,0.507202854,-0.031920509,0.326961394,2.448297211,0.743377528,3.469770669,47.03595526,0.743296826,5.908365014,11.24931876,4.947830461,10.28878421,17.84296087,19.48639328,0.081074663,0.13548284,0.080622765,-0.067375266,-0.085953296,0.094890562,0.089702784,-0.306335201,0.145606132,0.211855091,0.877352859,0.932413908,1.350963031,0.520856887,0.588081082,0.993990106,0.97117009,0.938927745,0.915408553,0.885688902,0.435196754,0.491365256,1.196830818,6.094853694,0.475412594,-0.253352278,1.024825631,4.939890086,4.943456825,8.570405085,0.79102243,3.466360669,32.44375,0.51422042,45.02502862,7.781305724,4.81474943,2.414563773,59.3540345,0.105573233,3,B,18.10523568,40.41616542,neg,0,0,0,TN,0,0,2016
1839,0.672089986,0.418104823,5.099234278,1.258148418,0.551582375,0.426015226,0.376573663,0.38041341,0.026592065,0.470717079,0.38041341,0.440862476,0.667887114,1.632743599,-0.178486465,-0.196041685,4.50171109,3.339368059,0.052909862,0.095923772,2.529888788,13.73429927,0.543157155,-0.059292513,0.296044278,2.373961106,0.762733627,3.005042156,41.70603901,0.737104982,5.184959506,9.172553535,4.289427563,8.277021592,15.71028327,16.98023583,0.066251645,0.144699796,0.065793176,-0.069423001,-0.088365662,0.067554431,0.038720292,-0.295485525,0.114387027,0.171060599,0.890572509,1.020482519,1.375684678,0.47217222,0.592480273,0.98049354,0.92734703,0.873688175,0.831501357,0.796941672,0.432921475,0.543228557,1.090664815,5.62502148,0.520650353,-0.211746963,1.02767066,5.022048774,4.881576775,7.918470428,0.775746299,3.378256482,31.80941176,0.436490511,44.76923442,7.734412882,4.354532648,2.310967198,58.13730803,0.10170546,3,B,18.10513346,40.41613651,neg,0,0,0,TN,0,0,2016
1840,0.644525887,0.403838044,4.626288741,1.150880922,0.531169308,0.409346177,0.354722314,0.351423726,0.027292934,0.443402893,0.351423726,0.420328248,0.636926305,1.577927893,-0.169711568,-0.184758262,4.579881746,3.030974347,0.052099639,0.098084807,2.371339161,13.04179506,0.501259256,-0.04898698,0.332214933,2.540430848,0.760494931,3.14349431,38.76409115,0.722417081,5.215911881,10.53384912,4.310403936,9.628341179,15.95783294,17.64287267,0.093714654,0.146557585,0.069970765,-0.066708408,-0.085004732,0.082192689,0.096394817,-0.319575742,0.125811726,0.158754299,0.902635559,0.911415203,1.37717228,0.495856301,0.605691619,0.976435018,0.920129677,0.878640681,0.847237885,0.818661321,0.397935826,0.486081137,1.246071021,5.698563153,0.469686062,-0.274573394,1.025869319,4.50852355,4.650923449,7.935591036,0.77617597,3.327221059,31.44423077,0.391742325,46.69004726,7.70018904,5.09106585,1.855450549,56.63477763,0.099465004,3,B,18.10504681,40.41610909,neg,0,0,0,TN,0,0,2016
1841,0.597217933,0.355433104,3.965464368,0.991347375,0.477208075,0.347193989,0.290867532,0.288365431,0.02514522,0.363584415,0.288365431,0.362732349,0.58939106,1.480079548,-0.132299001,-0.142488251,4.059591424,2.624329021,0.048335803,0.101288737,2.110555928,10.59672853,0.490676036,-0.039313458,0.341673141,2.548381949,0.759660317,3.31753307,37.30632455,0.689531801,5.035660324,10.69034444,4.196443854,9.85112797,16.64860489,18.19755003,0.113352684,0.163547165,0.075867814,-0.061350918,-0.078133531,0.095246781,0.116721018,-0.324207435,0.157429175,0.137802954,0.895438798,0.876497002,1.355858845,0.539397575,0.609740466,1.01270056,0.977743434,0.940530515,0.91266149,0.884634701,0.420020067,0.474794925,1.284218583,5.017077269,0.460214517,-0.28791795,1.024022859,3.870814556,4.015854873,7.037953428,0.751180444,3.115909101,31.41,0.387547789,38.75448631,7.54423959,4.707304568,3.730353572,64.00601895,0.09018841,3,B,18.10497964,40.41608685,neg,0,0,0,TN,0,0,2016
1842,0.630749776,0.355364554,4.416381278,1.101518803,0.486461728,0.340035768,0.279355662,0.288924198,0.036265368,0.349194578,0.288924198,0.369132942,0.618538765,1.436040567,-0.118182814,-0.12715024,4.538020323,2.675582622,0.059403705,0.12211383,2.051954492,10.648787,0.558566406,-0.001134377,0.283230533,2.332597311,0.778649672,3.354444364,41.58594529,0.701457191,5.963507591,13.72662903,4.844640333,12.60776177,20.07130923,22.04448267,0.09906828,0.158251933,0.060796333,-0.064137457,-0.08254993,0.078195043,0.09774198,-0.327814411,0.111815251,0.110368857,0.976422845,0.90209892,1.530038056,0.641804257,0.655731072,0.998344293,0.996261396,0.995836587,0.989537797,0.978761391,0.48133895,0.491783753,1.333372785,5.647211797,0.486428059,-0.320474325,1.034059354,4.242996703,4.444913687,7.387456531,0.76154869,2.834416556,32.286,0.494890207,38.50100691,7.532024754,4.929943002,3.844632963,63.3862828,0.077830887,3,B,18.10489787,40.41606462,neg,0,0,0,TN,0,0,2016
1843,0.731130896,0.403347048,6.438563867,1.537432534,0.555877351,0.392225232,0.331384862,0.368720757,0.046930322,0.414231078,0.368720757,0.442670235,0.724078767,1.562591916,-0.1422496,-0.155767099,5.048209156,3.345613644,0.068389236,0.123029363,2.390213073,12.34706944,0.722943111,0.01365522,0.160804432,1.965729869,0.798698527,3.009738449,50.7837069,0.764256643,7.564732138,14.59981484,6.004753931,13.03983663,23.0337719,24.85165443,0.042986573,0.138943096,0.033399162,-0.078810492,-0.101021874,0.023433617,-0.036211938,-0.291208272,0.046834792,0.085863871,0.995612058,1.171727278,1.768023748,0.70154877,0.625283372,1.074282333,1.084081389,1.103476929,1.121463568,1.121969335,0.65665656,0.585271397,1.068364824,6.416877446,0.585535347,-0.241638048,1.056256503,6.248445429,5.923612116,8.874968207,0.797467702,2.688882207,32.89666667,0.569719472,40.61913681,7.371704729,4.554148357,3.925337874,61.42435918,0.071441929,3,B,18.10484237,40.41604016,neg,0,0,0,TN,0,0,2016
1845,0.6837598,0.407769591,5.324306659,1.307445917,0.547052819,0.408639094,0.34486959,0.358559146,0.034296989,0.431086987,0.358559146,0.426421943,0.675407508,1.578155607,-0.15507426,-0.169565643,5.219867779,3.231643995,0.057710197,0.105492915,2.39226213,13.03654739,0.472325613,-0.013834662,0.358395169,2.780581737,0.726471866,3.283622727,46.1057132,0.758491785,8.023038981,15.23250466,6.565082024,13.77454771,21.30964993,23.45830622,0.087318405,0.11430991,0.075678446,-0.083757649,-0.107112498,0.087217245,0.09118487,-0.312448383,0.122300524,0.183500463,0.90043351,0.939491944,1.517501227,0.532831406,0.544579703,1.037487164,1.044117063,1.027449073,1.005043707,0.978426854,0.426061435,0.435455581,1.250597595,6.974980667,0.42392329,-0.303254062,1.033542203,5.161571977,5.230434461,9.805169712,0.814903416,2.209488398,31.75851852,0.430254205,45.42713901,7.654609564,5.180300264,1.983079342,57.3342656,0.050396541,3,B,18.10772108,40.41703706,neg,0,0,0,TN,0,0,2016
1847,0.715338135,0.436618283,6.025879647,1.454766719,0.580487,0.447201996,0.384603739,0.40334227,0.035311514,0.480754673,0.40334227,0.465051512,0.706521159,1.64549071,-0.17043102,-0.18836346,5.486830128,3.602906803,0.059805511,0.103026443,2.599381053,14.475525,0.495650682,-0.025416219,0.337210636,2.677660567,0.728759859,3.131198048,48.58990545,0.777080723,8.126264082,14.53588135,6.608450471,13.01806774,20.83124882,22.8785628,0.071355307,0.108383897,0.068660674,-0.089198925,-0.113824694,0.069251664,0.051753546,-0.300048332,0.102213538,0.195577142,0.902318365,1.010250883,1.538500796,0.510375711,0.542769016,1.040367645,1.030259591,1.003824886,0.97375258,0.940318434,0.439941789,0.467864685,1.160098278,7.349683357,0.451800383,-0.267834035,1.028673042,5.814801354,5.886887655,10.34890939,0.823771613,2.532751947,30.96857143,0.333456454,45.09991021,7.969222807,5.26499,2.014344711,53.16714342,0.06458781,3,B,18.10751859,40.41697035,neg,0,0,0,TN,0,0,2016
1848,0.716543614,0.430829416,6.05575918,1.460845217,0.576182236,0.438164407,0.368483769,0.389796001,0.029141345,0.460604711,0.389796001,0.455618505,0.707985761,1.676960453,-0.187653375,-0.207679633,5.827485505,3.68667115,0.05036621,0.087413681,2.676725508,13.70798108,0.470779692,-0.008292676,0.359822964,2.714634724,0.717440898,3.601458675,58.11766348,0.783070939,9.129600895,16.73081513,7.514700962,15.11591519,23.44114664,25.78479952,0.079102779,0.103586383,0.078417206,-0.087231542,-0.111246949,0.089838702,0.091374816,-0.310355112,0.122074813,0.231532073,0.901596833,0.943263755,1.491007913,0.541638341,0.542306493,1.050401125,1.056937468,1.048181394,1.028591734,0.998767943,0.440272036,0.440815145,1.23023562,7.836505595,0.428033807,-0.289782073,1.025914811,5.848981088,6.054255184,11.26997479,0.83700048,2.646085849,31.76722222,0.431320731,46.874496,7.833558794,5.49121193,2.09146142,55.84302478,0.069563169,3,B,18.10741831,40.41693626,neg,1,0,1,FP,0,0,2016
1849,0.697721068,0.407584745,5.616405539,1.369895681,0.55100805,0.405759437,0.342498997,0.362892776,0.03789115,0.428123746,0.362892776,0.427270718,0.688060199,1.54963316,-0.140010358,-0.153096063,5.202573125,3.274456305,0.061314937,0.111277752,2.356695173,12.92375116,0.473778223,0.000771641,0.357056285,2.774972258,0.699697858,3.170891198,48.14532793,0.768429841,9.76205757,16.98005445,7.992113202,15.21011008,23.65486954,25.72407489,0.083919795,0.107175723,0.080869853,-0.097198647,-0.124100428,0.081518521,0.071003257,-0.298516369,0.125441527,0.19985802,0.896764302,0.995516375,1.581711972,0.534952016,0.514087224,1.070917483,1.079244207,1.083045798,1.071450542,1.040586094,0.447998145,0.430524824,1.194094266,7.312865694,0.418123028,-0.297276235,1.032401593,5.411493472,5.453396187,10.40847179,0.824691682,2.366592851,31.78714286,0.433761746,42.46590483,7.644847094,4.81599792,2.290768686,58.80868799,0.057293426,3,B,18.10731025,40.41690439,neg,0,0,0,TN,0,0,2016
1850,0.727834698,0.429214588,6.348475305,1.519618087,0.578246599,0.433731818,0.364697558,0.392659641,0.033417938,0.455871948,0.392659641,0.450869041,0.720773575,1.652547023,-0.174942649,-0.19328623,5.797400025,3.718100581,0.055133646,0.095346252,2.628468554,13.6751279,0.483719941,-0.018044351,0.347963281,2.756258481,0.702397,3.415715587,57.62190867,0.790830516,10.34584218,17.9027506,8.422705358,15.97961378,25.12975598,27.3842558,0.071870336,0.099271308,0.077802412,-0.098349333,-0.125663808,0.076436797,0.06243778,-0.297128415,0.115918577,0.23155643,0.899903062,1.002890257,1.563743604,0.508223404,0.519287066,1.05496424,1.03819151,1.022849788,1.005217127,0.978694516,0.433882493,0.443327807,1.171338811,8.049581349,0.431630621,-0.279709039,1.034632119,6.162645878,6.176643625,11.61948124,0.84151488,2.486004468,31.68407407,0.421132006,45.65454508,7.732408038,5.124580268,2.210473208,57.06031146,0.062535596,3,B,18.10721193,40.41687252,neg,0,0,0,TN,0,0,2016
1851,0.737652612,0.445391641,6.623479751,1.573612199,0.594685264,0.457268371,0.38646851,0.414054977,0.031325484,0.483085637,0.414054977,0.472242375,0.729741736,1.69761979,-0.197479542,-0.219257733,6.050579941,3.898314923,0.052792957,0.088774618,2.768373052,14.2890452,0.472533835,-0.018247733,0.358203087,2.774740768,0.70457494,3.505921261,60.52809666,0.798183316,10.29833938,17.81564825,8.431488305,15.94879718,24.78624565,27.15002971,0.071597034,0.096673603,0.078402505,-0.096217959,-0.122763127,0.077245016,0.071002769,-0.300754702,0.11461951,0.250941071,0.903922254,0.989485068,1.535781132,0.507239602,0.520139252,1.057630061,1.041331349,1.026373798,1.00116877,0.975199623,0.429179957,0.440094466,1.181880919,8.352072781,0.42867893,-0.279970089,1.029093818,6.400328753,6.505042889,12.29101237,0.849522373,2.790828854,31.09034483,0.348378202,46.74341239,7.921456312,5.4302104,2.131241776,54.28243909,0.075917387,3,B,18.10711652,40.41683842,neg,0,0,0,TN,0,0,2016
1853,0.686923097,0.412315186,5.388206804,1.321251129,0.551784922,0.4149656,0.349979988,0.363425191,0.031927738,0.437474985,0.363425191,0.434245924,0.678328097,1.588428837,-0.158092131,-0.173272008,5.334660292,3.314620495,0.054767148,0.09925452,2.448565048,13.19076428,0.473697192,-0.007235496,0.357130903,2.721186082,0.709991928,3.36989435,48.09907312,0.761412726,8.614932861,15.85576426,7.072309182,14.31314058,22.01861887,24.18396698,0.090314038,0.11394895,0.080920339,-0.089909726,-0.11463287,0.089572904,0.099416907,-0.312257119,0.131508596,0.207451589,0.904369994,0.927259447,1.492362144,0.55446094,0.545193732,1.044956824,1.061930068,1.050971392,1.035743635,1.016998009,0.440358343,0.432998235,1.259113057,7.204564787,0.425161525,-0.301976985,1.030299282,5.217515367,5.40120565,10.10971078,0.819977312,2.88529072,31.202,0.362060092,46.20646159,7.781119596,5.341360435,1.933269346,56.40686852,0.080064263,3,B,18.10690819,40.41677616,neg,0,0,0,TN,0,0,2016
1854,0.708050545,0.435834792,5.850500874,1.418780865,0.577478607,0.447099288,0.382734263,0.397640824,0.029548797,0.478417829,0.397640824,0.462499874,0.700305716,1.669253235,-0.190099094,-0.209850782,5.516654307,3.607042675,0.052624904,0.09112875,2.655061737,14.13693262,0.480953977,-0.028319692,0.35048086,2.694174097,0.729750853,3.375073486,52.29296766,0.775097524,7.993570015,14.52317071,6.513362802,13.0429635,20.86982978,22.94226241,0.078262549,0.111189792,0.070151726,-0.087038111,-0.111243381,0.072348822,0.077217988,-0.31073453,0.109799981,0.203250716,0.893624856,0.958494694,1.465933275,0.516355402,0.548187496,1.045432191,1.025461374,0.997907817,0.971698402,0.941932106,0.427252507,0.453591617,1.208548561,7.289827285,0.439696624,-0.272501226,1.028749917,5.673467287,5.807534269,10.54204794,0.826720526,3.371212152,31.648,0.416711597,46.88147066,7.866259807,5.389166543,1.974128733,54.15889482,0.101396213,3,B,18.10680207,40.41674281,pos,1,1,1,TP,0,0,2016
1857,0.684773395,0.430186561,5.34464214,1.311848209,0.565197473,0.441969427,0.388608744,0.393457934,0.034170366,0.48576093,0.393457934,0.450972051,0.67659188,1.604734345,-0.172166829,-0.188535676,4.920076436,3.330446058,0.061482597,0.108780736,2.479388154,14.51181809,0.48812645,-0.054058239,0.343971811,2.715077887,0.741127156,2.912201712,40.95531534,0.754055737,6.579866037,11.80370938,5.36405787,10.58790121,17.48288909,19.18406832,0.079007523,0.122939655,0.065326318,-0.084172413,-0.107206392,0.060536762,0.056585132,-0.305311147,0.103380952,0.168523627,0.896146466,0.994309002,1.468895219,0.447360392,0.551020794,0.992702535,0.928682132,0.883902513,0.847209636,0.811875698,0.38460161,0.47371982,1.163178679,6.435484124,0.453962742,-0.258417546,1.028385553,5.184136635,5.260229919,9.191906486,0.80376586,3.446105136,30.85666667,0.319743979,44.85343366,7.823475307,5.080879288,1.794800815,52.22539243,0.104684015,3,B,18.10648276,40.41664275,neg,0,0,0,TN,0,0,2016
1858,0.680769444,0.430598126,5.265064433,1.294572821,0.564097345,0.443101793,0.394016891,0.396467115,0.03416727,0.492521114,0.396467115,0.453043652,0.673405754,1.598719974,-0.170124383,-0.185915695,4.68352532,3.277479195,0.062827585,0.111377204,2.454407163,14.48749846,0.514502762,-0.059857856,0.320565436,2.580150291,0.753747001,2.807656721,38.86718511,0.747030687,5.959538267,10.57648876,4.8747828,9.491733289,16.27731282,17.79675322,0.074067942,0.132920305,0.061975982,-0.079127969,-0.101060791,0.059440597,0.044779317,-0.302209825,0.098915761,0.157953968,0.902080617,1.01824634,1.455076366,0.443779318,0.565973558,0.973035863,0.904071662,0.854714839,0.818007477,0.78409903,0.393429532,0.501760004,1.127976631,6.038309065,0.480960802,-0.245041949,1.028738398,5.123806595,5.12166639,8.580816446,0.791249523,3.730359716,30.27604167,0.24859593,45.27193826,7.788152797,4.819202251,1.84796737,53.0369916,0.117162792,3,B,18.10641169,40.41660124,pos,2,1,1,TP,2,1,2016
1859,0.710329453,0.428008717,5.904395435,1.429896178,0.571935299,0.434865891,0.369788643,0.389107184,0.029634867,0.462235804,0.389107184,0.450304309,0.701776666,1.645167482,-0.179984622,-0.198563375,5.465771619,3.620364545,0.052465695,0.091733619,2.618149781,13.71669137,0.466166808,-0.020686988,0.364101266,2.758238774,0.704415368,3.388490772,54.23494882,0.779359613,9.179574262,15.72653163,7.62988223,14.1768396,22.63701309,24.64033883,0.078810891,0.105117571,0.080817103,-0.093922152,-0.119032386,0.077638827,0.075462366,-0.30102296,0.127529373,0.23450807,0.879660985,0.980711485,1.480609186,0.50209567,0.517005281,1.056525138,1.039670443,1.020873423,1.002876912,0.97116159,0.425131959,0.43775615,1.181034877,7.496158092,0.4239124,-0.270458449,1.025782077,5.706383348,5.833578506,10.93196532,0.832383019,3.292054705,30.6225,0.291049897,46.52320538,7.809590232,5.110311214,2.052834981,56.34952489,0.097921202,3,B,18.10632992,40.41659457,neg,1,0,1,FP,0,0,2016
1860,0.724711883,0.443096696,6.265115636,1.503021302,0.588697485,0.455678087,0.396055556,0.417645771,0.033673248,0.495069445,0.417645771,0.471778553,0.719407849,1.65301618,-0.179882843,-0.198823224,5.272292787,3.725836355,0.059317471,0.100760531,2.653659366,14.54637889,0.520000548,-0.056432144,0.315789,2.625174673,0.719459234,3.032487206,50.57583139,0.781744283,8.388459562,13.69624833,6.857411257,12.16520003,20.78268185,22.4550267,0.062174628,0.112913349,0.07029823,-0.093935566,-0.119729553,0.056259395,0.025277077,-0.286212114,0.104392506,0.212810569,0.905203329,1.073991419,1.519765408,0.471684777,0.537499588,1.051830308,1.007669769,0.952846988,0.910077519,0.877553745,0.440030058,0.501428044,1.071937629,7.153592908,0.483508326,-0.233553338,1.033960975,6.127783132,5.964923846,10.28144546,0.822717753,3.542482999,30.09885057,0.226883464,45.2563432,7.76725675,4.729550091,2.168508869,55.02410745,0.108915004,3,B,18.10624327,40.41655751,pos,2,1,1,TP,2,1,2016
1778,0.702471576,0.428876778,5.722046835,1.392080023,0.570135266,0.437443676,0.373781106,0.388612615,0.036277867,0.467226382,0.388612615,0.451239967,0.694098019,1.591981685,-0.15394771,-0.169090037,5.481219561,3.423936638,0.060260721,0.10569548,2.462079747,14.13624738,0.456848843,-0.021713524,0.372826021,2.907347385,0.702733078,3.13022648,46.84601748,0.774431332,9.076729031,16.11133888,7.407412559,14.44202241,21.88828046,24.11429148,0.084283446,0.103121327,0.079899637,-0.096022,-0.122511676,0.08361911,0.08370734,-0.305684653,0.120945581,0.210660527,0.894884414,0.962212046,1.540360131,0.49810511,0.517924486,1.047974605,1.036874834,1.015369451,0.990718119,0.961733077,0.407403914,0.423614332,1.222632115,7.607989851,0.411220817,-0.30017971,1.032578012,5.538041991,5.697833133,10.81728759,0.830756425,2.55684077,31.61882353,0.4131364,43.97974648,7.851511313,5.564030635,1.778061205,52.12701118,0.06564531,3,B,18.10744556,40.41675537,pos,0,1,0,FN,1,1,2016
1806,0.661295268,0.379417513,4.904848118,1.21468917,0.516204253,0.369920514,0.307756454,0.321389007,0.038214367,0.384695568,0.321389007,0.399873412,0.649884491,1.487613822,-0.126030989,-0.136697223,4.877659435,2.913266543,0.061402167,0.118949364,2.189870022,11.75120725,0.565009924,-0.004181742,0.277947168,2.338829635,0.780834568,3.275778993,43.22329217,0.725280101,6.390221596,14.12266071,5.136906132,12.86934524,20.40657504,22.49417046,0.08786024,0.14434915,0.053616441,-0.069913831,-0.089624683,0.0657758,0.078382033,-0.325415486,0.09034085,0.112495071,0.964985158,0.934254474,1.564214975,0.632153418,0.635026071,1.012425904,1.007384453,1.004264769,1.000069968,0.995476322,0.490515028,0.492744043,1.288754435,6.097943563,0.49048071,-0.307837198,1.034424517,4.712400469,4.919477341,8.1701203,0.781900353,3.026659134,31.25166667,0.368146097,38.69046393,7.440769624,5.027382939,3.191494236,61.55375302,0.086270336,3,B,18.10502091,40.41600163,neg,1,0,1,FP,0,0,2016
1807,0.759811889,0.424493709,7.326806816,1.706807495,0.582688221,0.420021765,0.35172772,0.397971722,0.050458849,0.439659651,0.397971722,0.463817885,0.75064255,1.579207719,-0.144269277,-0.159388175,5.76280879,3.638589985,0.068081521,0.116840393,2.510500371,13.23948362,0.688208072,0.015716505,0.184688092,2.123467516,0.789508363,3.03428618,59.21740052,0.790913742,8.971927374,17.34242441,7.111714742,15.48221178,25.53100902,27.79769212,0.04137034,0.117520107,0.033431523,-0.084526268,-0.108948094,0.017581928,-0.033287115,-0.292232605,0.042327428,0.096339368,0.982480497,1.174794579,1.860642873,0.669928018,0.603906173,1.05602807,1.077517719,1.095798506,1.109621803,1.109324672,0.612359771,0.552011315,1.094010498,7.499815115,0.551863499,-0.266602487,1.054152159,7.020614576,6.826885004,10.32672778,0.823426497,3.127948484,31.94307692,0.45286944,40.70048696,7.416223579,4.808458201,3.265308512,59.59772024,0.090716938,3,B,18.10495511,40.41597886,neg,0,0,0,TN,0,0,2016
1832,0.601583946,0.359161098,4.019878038,1.004963351,0.481637937,0.351786928,0.295191507,0.292870245,0.024033914,0.368989384,0.292870245,0.364247197,0.595646562,1.498732464,-0.137474509,-0.148130595,4.13919509,2.699648359,0.046719623,0.097001544,2.146503137,10.8628966,0.464959395,-0.042652727,0.365225553,2.704199429,0.739813975,3.324153348,38.11383966,0.698917186,5.612731201,11.1954063,4.70734607,10.29002116,17.24941517,18.78503522,0.113364919,0.151893049,0.083006053,-0.067378531,-0.085720256,0.099518154,0.121893773,-0.320666337,0.171805552,0.156601817,0.879778992,0.877353431,1.345188903,0.51312177,0.581066107,1.027275879,0.991088202,0.950479328,0.917947898,0.883069523,0.399752282,0.452684949,1.283599352,5.254259704,0.435484718,-0.288596705,1.029147513,3.946167909,4.068440917,7.363996279,0.760879855,3.001271194,31.70777778,0.424036587,38.43578278,7.475449861,4.55313832,3.549051786,63.81823476,0.085155805,3,B,18.10585289,40.41634034,neg,0,0,0,TN,1,1,2016
1833,0.668481545,0.416930999,5.032846643,1.243400687,0.549445533,0.424827193,0.378812509,0.381339363,0.030849956,0.473515637,0.381339363,0.443287401,0.663323103,1.595683292,-0.16808306,-0.183893896,4.363891442,3.223142061,0.059625836,0.108520012,2.444887118,13.8570917,0.545108462,-0.050111597,0.294407512,2.385968867,0.761924943,2.820848881,39.43269101,0.733377696,5.354297126,9.240075841,4.406550518,8.292329232,15.53254441,16.75766361,0.067763383,0.145949083,0.06187918,-0.07386052,-0.094187807,0.058838429,0.030311856,-0.295246263,0.105069067,0.152877266,0.888524558,1.043304292,1.412555384,0.485314409,0.578776632,1.006022434,0.956430513,0.911802675,0.871545477,0.838517628,0.446139739,0.532057675,1.087808069,5.540489591,0.511894963,-0.217594128,1.031949287,4.940413542,4.81025302,7.787824361,0.772412384,3.668705445,31.45909091,0.393563242,44.50064235,7.637037421,4.187500447,2.191310231,57.78407707,0.114456169,3,B,18.1057789,40.41632033,neg,0,0,0,TN,0,0,2016
1844,0.682769004,0.417601905,5.30455418,1.303161779,0.554745532,0.423616089,0.365176868,0.37461899,0.036633702,0.456471084,0.37461899,0.445142311,0.672696149,1.573420586,-0.149955901,-0.163974667,5.035410294,3.227090208,0.062484462,0.11263626,2.382612321,13.79122586,0.499073935,-0.01254926,0.33415701,2.588666168,0.744726316,3.008746331,41.56566002,0.751331958,6.851027321,13.07991037,5.546427466,11.77531051,18.75812274,20.7109213,0.082427178,0.121652642,0.06669979,-0.080396386,-0.102965647,0.073851051,0.067923551,-0.309018027,0.105349126,0.162147609,0.905562578,0.971644285,1.516111208,0.546481129,0.56508382,1.04469884,1.034836246,1.025025413,1.002188197,0.967079766,0.454270736,0.469734506,1.202985544,6.578478045,0.453278873,-0.283504823,1.026340089,5.110529995,5.207433706,9.200365105,0.803928587,2.406532587,31.31222222,0.375566393,44.63155443,7.619139638,5.442618257,1.851146314,54.44352025,0.059046781,3,B,18.10782232,40.417063,pos,1,1,1,TP,0,0,2016
1846,0.673542988,0.415366441,5.126380882,1.26415125,0.549941378,0.4217513,0.366252722,0.372026166,0.039891024,0.457815902,0.372026166,0.434845481,0.663145955,1.542661799,-0.141671671,-0.154366554,4.911052942,3.120826697,0.06710572,0.122023406,2.3031556,14.00805475,0.476758551,-0.036080512,0.354317535,2.810545948,0.727262114,2.842229937,37.20273337,0.747417373,7.22684852,13.26149804,5.896725485,11.93137501,18.50872875,20.43079421,0.087535723,0.119400156,0.070179902,-0.088704937,-0.113308418,0.077792331,0.0719012,-0.308244619,0.110337544,0.16060318,0.896447324,0.973090138,1.531292074,0.481249212,0.54232301,1.007565696,0.981841467,0.946024401,0.915554583,0.88738483,0.397584114,0.448040242,1.210433705,6.6378691,0.434254955,-0.293349535,1.028793412,4.937289554,5.024879184,9.182736413,0.803589142,2.413443112,32.08793103,0.470619429,42.98127793,7.715586085,5.400730846,1.661393588,52.12041203,0.059350153,3,B,18.10761496,40.41700296,neg,1,0,1,FP,0,0,2016
